债务人名称|所在地区|担保方式|资产类型|债权总额（元）|结束时间
昆明嘉悦经贸有限公司|云南省昆明市五华区|抵质押担保|商铺、商场|42708968.91|2023-08-23
云南中元科技专修学校|云南省昆明市石林彝族自治县|保证担保及抵质押担保|多层办公楼|21040047.55|2023-08-23
云南圆通投资有限公司|云南省昆明市西山区|抵质押担保|多层办公楼,居住用地,商业用地,综合用地|343009878.47|2023-08-23
昆明九牛装饰工程有限公司|云南省昆明市五华区|抵质押担保|储藏室、车位、车库等其他居住用房,商铺、商场|59199273.47|2023-08-23
深圳凯捷装饰工程有限公司云南分公司|云南省昆明市西山区|保证担保及抵质押担保|宾馆酒店,非上市公司股权|23555564.58|2023-08-23
云南嘉信汽车销售服务有限公司|云南省昆明市西山区|保证担保及抵质押担保|其他,商铺、商场|80000000.0|2023-08-23
个旧市建斌绿化苗木有限公司|云南省红河哈尼族彝族自治州个旧市|抵质押担保|商铺、商场|38024515.38|2023-08-23
云南德众汽车销售服务有限公司|云南省昆明市西山区|保证担保及抵质押担保|非上市公司股权,居住用房在建工程,其他,商铺、商场,商业用房在建工程|31000000.0|2022-08-23
云南安耀建筑工程有限公司|云南省曲靖市马龙区|保证担保及抵质押担保|商业用地|25508965.64|2023-08-23
云南易门兴源工贸有限公司|云南省玉溪市易门县|保证担保及抵质押担保|工业用地|11456365.73|2023-08-23
昆明金达砺化工原料有限公司|云南省昆明市西山区|保证担保及抵质押担保|普通商品用房,商铺、商场|31492223.94|2023-08-23
云南恒业志绅工贸集团有限公司|云南省昆明市五华区|保证担保及抵质押担保|商铺、商场|70670377.2|2023-08-23
昆明长平经贸有限公司|云南省昆明市五华区|保证担保及抵质押担保|车位、车库等其他商业用房|60860624.18|2023-08-23
云南青顶商贸有限公司|云南省昆明市五华区|保证担保及抵质押担保|商铺、商场|26776770.66|2023-08-23
楚雄开发区银恒商贸有限公司|云南省楚雄彝族自治州楚雄市|保证担保及抵质押担保|宾馆酒店|10229507.44|2023-08-23
昆明玉龙园珠宝有限公司|云南省昆明市五华区|保证担保及抵质押担保|车位、车库等其他商业用房|33959951.73|2023-08-23
昆明卿祺商贸有限责任公司|云南省昆明市西山区|保证担保及抵质押担保|商铺、商场|24274379.42|2023-08-23
昆明首宏商贸有限公司|云南省昆明市西山区|保证担保及抵质押担保|商铺、商场|10505776.3|2023-08-23
昭通市昭阳区欣馨农产品商贸有限公司|云南省昭通市昭阳区|保证担保及抵质押担保|商铺、商场|20118547.89|2023-08-23
云南申浩水科技设备有限公司|云南省昆明市五华区|保证担保及抵质押担保|商铺、商场|20747823.41|2023-08-23
石屏县绿宝蔬菜贸易有限公司|云南省红河哈尼族彝族自治州石屏县|保证担保及抵质押担保|非标准工业厂房及仓储|5316498.33|2023-08-23
楚雄市明宏生态科技工贸有限责任公司|云南省楚雄彝族自治州楚雄市|保证担保及抵质押担保|商铺、商场|6129808.14|2023-08-23
鹤庆华伟建材有限公司|云南省大理白族自治州鹤庆县|保证担保及抵质押担保|商铺、商场|19863152.62|2023-08-23
峨山经纬建筑建材有限公司|云南省玉溪市峨山彝族自治县|保证担保及抵质押担保|商业用地|5122546.4|2023-08-23
安宁大德通工贸有限公司|云南省昆明市安宁市|保证担保及抵质押担保|其他|17590160.31|2023-08-23
昆明安宁永昌物资经贸集团有限公司|云南省昆明市安宁市|抵质押担保|其他|178940109.78|2023-08-23
云南欧斯陶瓷有限公司|云南省昆明市安宁市|保证担保及抵质押担保|工业用地,居住用地,其他行业专用设备|76915275.82|2023-08-23
红河鑫裕建设工程有限公司|云南省红河哈尼族彝族自治州泸西县|保证担保及抵质押担保|商铺、商场,商业用地|18273680.91|2023-08-23
昆明全源矿业有限公司|云南省昆明市东川区|保证担保及抵质押担保|商铺、商场|23896085.35|2023-08-23
昆明宣祥阁工艺美术品有限公司|云南省昆明市五华区|保证担保及抵质押担保|商铺、商场|38273601.49|2023-08-23
云南盛泰元贸易有限公司|云南省红河哈尼族彝族自治州泸西县|保证担保及抵质押担保|非标准工业厂房及仓储,非上市公司股权|30786115.63|2023-08-23
云南富创昇经贸有限公司|云南省昆明市五华区|抵质押担保|商铺、商场|51129464.36|2023-08-23
昆明炳瑞商贸有限公司|云南省昆明市西山区|保证担保|商铺、商场|25356475.71|2021-08-23
开远市天鸿汽车贸易有限公司|云南省红河哈尼族彝族自治州开远市|抵质押担保|车位、车库等其他商业用房|35029639.19|2023-08-23
红河州旺发物资有限公司|云南省红河哈尼族彝族自治州个旧市|保证担保及抵质押担保|商铺、商场|18732150.98|2023-08-23
昆明来因石化有限公司|云南省昆明市五华区|保证担保及抵质押担保|宾馆酒店|15440694.69|2023-08-23
昆明宏来气体工贸有限公司|云南省昆明市东川区|保证担保及抵质押担保|商铺、商场|28729945.11|2023-08-23
红河州兢业工贸有限公司|云南省红河哈尼族彝族自治州个旧市|保证担保及抵质押担保|商铺、商场|5432024.85|2023-08-23
云南忠兴工程承包有限公司|云南省昆明市东川区|保证担保及抵质押担保|商铺、商场|30298338.49|2023-08-23
石屏天恒矿业开发有限责任公司|云南省红河哈尼族彝族自治州石屏县|保证担保及抵质押担保|采矿权|58733121.04|2023-08-23
云南滇林农林开发有限公司|云南省红河哈尼族彝族自治州个旧市|抵质押担保|商铺、商场|47093525.55|2023-08-23
河口鑫源进出口有限公司|云南省红河哈尼族彝族自治州河口瑶族自治县|保证担保及抵质押担保|别墅,商铺、商场|5071569.5|2023-08-23
云南长江云通环境工程有限公司|云南省昆明市官渡区|保证担保及抵质押担保|普通商品用房,商铺、商场|1719801.46|2023-08-23
曲靖市蓝晖商贸有限公司|云南省曲靖市麒麟区|抵质押担保|商铺、商场|46815400.0|2023-08-23
云南利仁药业有限公司|云南省昭通市昭阳区|保证担保及抵质押担保|商铺、商场|16071165.67|2022-08-23
昆明隆舫投资有限公司|云南省昆明市东川区|保证担保及抵质押担保|商业用地|9924436.55|2023-08-23
昆明半糖屋餐饮管理有限公司|云南省昆明市盘龙区|保证担保及抵质押担保|高档公寓|703873.86|2023-08-23
昆明瑞志永兴科技有限公司|云南省昆明市五华区|抵质押担保|商铺、商场|19728723.15|2023-08-23
曲靖汇源物资工贸有限责任公司|云南省曲靖市麒麟区|保证担保及抵质押担保|商铺、商场|74637369.65|2023-08-23
曲靖市马龙县盛旺马铃薯种植有限公司|云南省曲靖市麒麟区|抵质押担保|多层办公楼|27293300.0|2023-08-23
马龙县星乐山水酒店有限公司|云南省曲靖市马龙区|保证担保及抵质押担保|商铺、商场|15591000.0|2023-08-26
昭通鑫载贸易有限公司|云南省昭通市昭阳区|保证担保|商铺、商场|4535189.72|2023-08-23
个旧鑫和都商场管理有限公司|云南省红河哈尼族彝族自治州个旧市|保证担保及抵质押担保|商铺、商场|29403030.17|2023-08-23
昭通市同升福商贸有限责任公司|云南省昭通市昭阳区|保证担保及抵质押担保|商铺、商场|23597883.21|2023-08-23
景东鑫盛矿业有限公司|云南省普洱市景东彝族自治县|保证担保及抵质押担保|采矿权,其他设备|98704425.87|2023-08-23
金平志绅矿业有限责任公司|云南省红河哈尼族彝族自治州金平苗族瑶族傣族自治县|保证担保及抵质押担保|采矿权|89480998.98|2023-08-23
云南泽仕通通信工程有限公司|云南省昆明市晋宁区|抵质押担保|其他用地|18887623.0|2023-08-23
个旧市长久商贸有限公司|云南省红河哈尼族彝族自治州个旧市|抵质押担保|商铺、商场|37790067.71|2023-08-23
红河州鸿天汽车经贸有限公司|云南省红河哈尼族彝族自治州个旧市|保证担保及抵质押担保|商铺、商场|19797381.91|2023-08-23
云南转安经贸有限公司|云南省昆明市盘龙区|保证担保及抵质押担保|商铺、商场|32232400.96|2023-08-26
云南澄江望隆实业有限责任公司|云南省玉溪市澄江市|保证担保及抵质押担保|非标准工业厂房及仓储|27767823.83|2023-08-23
云南巨和建设集团有限公司|云南省昆明市盘龙区|保证担保及抵质押担保|居住用地|53500286.99|2023-08-23
云南化工机械有限公司|云南省昆明市五华区|保证担保及抵质押担保|居住用地|95001141.95|2023-08-23
昭通凤凰映象饮食文化有限公司|云南省昭通市昭阳区|抵质押担保|普通商品用房,商铺、商场|12280166.75|2023-08-23
昭通市合辉装饰有限公司|云南省昭通市昭阳区|抵质押担保|普通商品用房|1224138.0|2023-08-23
昭通市融江商贸有限责任公司|云南省昭通市昭阳区|保证担保及抵质押担保|商铺、商场|32136807.94|2023-08-23
昆明福立木业有限公司|云南省昆明市安宁市|保证担保及抵质押担保|商品林中的林木及林地使用权,原材料、半成品|30020788.03|2023-08-23
昆明渤庭阁装饰工程有限公司|云南省昆明市西山区|保证担保及抵质押担保|商铺、商场|32415012.51|2023-08-23
昆明禄劝新宏园艺生态开发有限责任公司|云南省昆明市禄劝彝族苗族自治县|保证担保及抵质押担保|商铺、商场|10196428.48|2023-08-23
瑞丽彩云南集团木业有限公司|云南省德宏傣族景颇族自治州瑞丽市|保证担保及抵质押担保|商业用地|20196806.01|2023-08-23
云南圣和茶业有限公司|云南省昆明市西山区|抵质押担保|商铺、商场|25683195.57|2023-08-23
云南楚雄瑞福康生物科技开发有限公司|云南省楚雄彝族自治州楚雄市|保证担保及抵质押担保|商铺、商场|15910204.21|2023-08-23
南华攀星野生菌食品开发有限公司|云南省楚雄彝族自治州南华县|抵质押担保|商业用地|115987498.8|2023-08-23
大理州洱源县鑫宝石业有限责任公司|云南省大理白族自治州洱源县|保证担保及抵质押担保|商铺、商场|7066287.75|2023-08-23
云南易门田农商贸有限责任公司|云南省玉溪市易门县|保证担保及抵质押担保|工业用地|13345122.25|2023-08-23
昆明中至诚农业科技开发有限公司|云南省昆明市禄劝彝族苗族自治县|保证担保及抵质押担保|商铺、商场|30818985.93|2023-08-23
云南一山实业有限公司|云南省楚雄彝族自治州楚雄市|保证担保及抵质押担保|宾馆酒店|24567778.37|2023-08-23
玉溪福辉新型建材有限公司|云南省玉溪市江川区|保证担保及抵质押担保|商铺、商场|22396400.55|2023-08-23
南涧沃南特农产品开发有限公司|云南省大理白族自治州南涧彝族自治县|保证担保及抵质押担保|非标准工业厂房及仓储|4840602.59|2023-08-23
易门龙锶源酒业有限责任公司|云南省玉溪市易门县|保证担保及抵质押担保|工业用地|28146640.66|2023-08-23
云南桂族经贸有限公司|云南省昆明市西山区|保证担保及抵质押担保|商铺、商场|7459697.89|2023-08-16
昭通市悦心酒店管理有限公司|云南省昭通市昭阳区|保证担保及抵质押担保|商铺、商场|8506531.71|2023-08-23
香格里拉县安信酒店有限公司|云南省迪庆藏族自治州香格里拉市|保证担保及抵质押担保|宾馆酒店|61647379.0|2023-08-23
玉溪市铂瑞商贸有限公司|云南省玉溪市华宁县|保证担保及抵质押担保|工业用地|30506029.92|2023-08-23
昆明杰恩特商贸有限公司|云南省昆明市五华区|保证担保及抵质押担保|商业用地|79240817.29|2023-03-23
石林润森源园林绿化有限责任公司|云南省昆明市石林彝族自治县|保证担保及抵质押担保|别墅,普通商品用房|7208679.2|2023-03-20
云南志盛伟业贸易有限公司|云南省昆明市官渡区|保证担保及抵质押担保|商铺、商场|26603010.47|2023-08-23
云南天石建筑材料有限公司|云南省昆明市官渡区|保证担保及抵质押担保|多层办公楼|22129656.84|2023-08-23
昆明联发商贸有限公司|云南省昆明市西山区|保证担保及抵质押担保|商铺、商场|7572250.85|2023-08-23
上海中科科创文化集团有限公司|上海市虹口区|保证担保及抵质押担保|商铺、商场|386082490.32|2021-12-31
中铁物流集团飞豹快线有限公司、北京飞豹投资有限公司、北京中铁快运有限公司、海南飞豹物流有限公司|北京市|保证担保及抵质押担保|非上市公司股权|179774010.92|2021-09-30
佛山市莱福利房地产开发有限公司投资项目|广东省佛山市三水区|保证担保及抵质押担保|非上市公司股权,居住用房在建工程|415310000.0|2022-08-30
金华铭瑞房地产开发有限公司|浙江省金华市|保证担保及抵质押担保|非上市公司股权,商铺、商场|189000000.0|2022-08-30
鹤山市万城房地产发展有限公司投资项目|广东省江门市鹤山市|保证担保及抵质押担保|非上市公司股权,商业用房在建工程|430750000.0|2022-08-30
江西洪大（集团）股份有限公司|江西省南昌市西湖区|保证担保及抵质押担保|商铺、商场|1085000000.0|2022-08-30
江西洪城大市场股份有限公司|江西省南昌市青山湖区|保证担保及抵质押担保|商铺、商场,商业用地,商业用房在建工程|449000000.0|2022-08-30
冕宁县万凯丰稀土矿业有限公司|四川省凉山彝族自治州冕宁县|保证担保及抵质押担保|别墅,非上市公司股权|322783300.0|2022-08-30
